12RIVEN-theΨcliminalofintegral-	トゥエルブリヴンザサイクリミナルオブインテグラル	12RIVEN-theΨcliminalofintegral-	名詞,固有名詞,一般,*,*,*
12riven-theΨcliminalofintegral-	トゥエルブリヴンザサイクリミナルオブインテグラル	12RIVEN-theΨcliminalofintegral-	名詞,固有名詞,一般,*,*,*
12の月のめぐる間に	ジュウニノツキノメグルマニ	12の月のめぐる間に	名詞,固有名詞,一般,*,*,*
12時の鐘とシンデレラHalloweenWedding	ジュウニジノカネトシンデレラ	12時の鐘とシンデレラ~HalloweenWedding~	名詞,固有名詞,一般,*,*,*
12時の鐘とシンデレラhalloweenwedding	ジュウニジノカネトシンデレラ	12時の鐘とシンデレラ~HalloweenWedding~	名詞,固有名詞,一般,*,*,*
12時の鐘とシンデレラ~HalloweenWedding~	ジュウニジノカネトシンデレラ	12時の鐘とシンデレラ~HalloweenWedding~	名詞,固有名詞,一般,*,*,*
12時の鐘とシンデレラ~halloweenwedding~	ジュウニジノカネトシンデレラ	12時の鐘とシンデレラ~HalloweenWedding~	名詞,固有名詞,一般,*,*,*
12時開演!	ジュウニジカイエン	12時開演!	名詞,固有名詞,一般,*,*,*
14106	アイシテル	14106	名詞,固有名詞,一般,*,*,*
144	イチヨンヨン	144	名詞,固有名詞,一般,*,*,*
147	イチヨンナナ	147	名詞,固有名詞,一般,*,*,*
14プリンセスPRINCESSPRINCESSCHILDREN	フォーティーンプリンセス	14プリンセス~PRINCESSPRINCESSCHILDREN~	名詞,固有名詞,一般,*,*,*
14プリンセスprincessprincesschildren	フォーティーンプリンセス	14プリンセス~PRINCESSPRINCESSCHILDREN~	名詞,固有名詞,一般,*,*,*
14プリンセス~PRINCESSPRINCESSCHILDREN~	フォーティーンプリンセス	14プリンセス~PRINCESSPRINCESSCHILDREN~	名詞,固有名詞,一般,*,*,*
14プリンセス~princessprincesschildren~	フォーティーンプリンセス	14プリンセス~PRINCESSPRINCESSCHILDREN~	名詞,固有名詞,一般,*,*,*
14章Themessage	ジュウヨンショウザメッセージ	14章~Themessage~	名詞,固有名詞,一般,*,*,*
14章themessage	ジュウヨンショウザメッセージ	14章~Themessage~	名詞,固有名詞,一般,*,*,*
14章~Themessage~	ジュウヨンショウザメッセージ	14章~Themessage~	名詞,固有名詞,一般,*,*,*
14章~themessage~	ジュウヨンショウザメッセージ	14章~Themessage~	名詞,固有名詞,一般,*,*,*
156	ヒャクゴジュウロク	156	名詞,固有名詞,一般,*,*,*
1582	イチゴハチニ	1582	名詞,固有名詞,一般,*,*,*
17	ジュウシチ	17	名詞,固有名詞,一般,*,*,*
171	ヒャクナナジュウイチ	171	名詞,固有名詞,一般,*,*,*
18	エイティーン	18	名詞,固有名詞,一般,*,*,*
181920	ワンエイトワンナインツーゼロ	181920	名詞,固有名詞,一般,*,*,*
1860	アフツェンフンダートゼヒツェヒ	1860	名詞,固有名詞,一般,*,*,*
19	ジュウキュウ	19	名詞,固有名詞,一般,*,*,*
1900	イッキュー	1900	名詞,固有名詞,一般,*,*,*
1900年の政治	1900ネンノセイジ	1900年の政治	名詞,固有名詞,一般,*,*,*
1911	イチキュウイチイチ	1911	名詞,固有名詞,一般,*,*,*
1919	イチキュウイチキュウ	1919	名詞,固有名詞,一般,*,*,*
1924	イチキュウニイヨン	1924	名詞,固有名詞,一般,*,*,*
1930FIFAワールドカップ	イチキュウサンゼロフィファワールドカップ	1930FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1930fifaワールドカップ	イチキュウサンゼロフィファワールドカップ	1930FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1934FIFAワールドカップ	イチキュウサンヨンフィファワールドカップ	1934FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1934fifaワールドカップ	イチキュウサンヨンフィファワールドカップ	1934FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1938FIFAワールドカップ	イチキュウサンハチフィファワールドカップ	1938FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1938fifaワールドカップ	イチキュウサンハチフィファワールドカップ	1938FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1943	イチキュウヨンサン	1943	名詞,固有名詞,一般,*,*,*
1950FIFAワールドカップ	イチキュウゴーゼロフィファワールドカップ	1950FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1950fifaワールドカップ	イチキュウゴーゼロフィファワールドカップ	1950FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1954FIFAワールドカップ	イチキュウゴーヨンフィファワールドカップ	1954FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1954fifaワールドカップ	イチキュウゴーヨンフィファワールドカップ	1954FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1958FIFAワールドカップ	イチキュウゴーハチフィファワールドカップ	1958FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1958fifaワールドカップ	イチキュウゴーハチフィファワールドカップ	1958FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1962FIFAワールドカップ	イチキュウロクニーフィファワールドカップ	1962FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1962FIFAワールドカップ地区予選	1962FIFAワールドカップチクヨセン	1962FIFAワールドカップ地区予選	名詞,固有名詞,一般,*,*,*
1962fifaワールドカップ	イチキュウロクニーフィファワールドカップ	1962FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1962fifaワールドカップ地区予選	1962FIFAワールドカップチクヨセン	1962FIFAワールドカップ地区予選	名詞,固有名詞,一般,*,*,*
1966628	ヒャクキュウジュウロクマンロクセンロッピャクニジュウハチ	1966628	名詞,固有名詞,一般,*,*,*
1966FIFAワールドカップ	イチキュウキュウロクフィファワールドカップ	1966FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1966fifaワールドカップ	イチキュウキュウロクフィファワールドカップ	1966FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1969	1969	1969	名詞,固有名詞,一般,*,*,*
1970FIFAワールドカップ	イチキュウナナマルフィファワールドカップ	1970FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1970fifaワールドカップ	イチキュウナナマルフィファワールドカップ	1970FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1974FIFAワールドカップ	イチキュウナナヨンフィファワールドカップ	1974FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1974fifaワールドカップ	イチキュウナナヨンフィファワールドカップ	1974FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1976年のアントニオ猪木	センキュウヒャクナナジュウロクネ	1976年のアントニオ猪木	名詞,固有名詞,一般,*,*,*
1977AFC女子選手権	1977AFCWomensChampionship	1977AFC女子選手権	名詞,固有名詞,一般,*,*,*
1977afc女子選手権	1977AFCWomensChampionship	1977AFC女子選手権	名詞,固有名詞,一般,*,*,*
1978FIFAワールドカップ	イチキュウナナハチフィファワールドカップ	1978FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1978fifaワールドカップ	イチキュウナナハチフィファワールドカップ	1978FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1980	イチキューハチマル	1980	名詞,固有名詞,一般,*,*,*
1982FIFAワールドカップ	イチキュウハチニーフィファワールドカップ	1982FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1982fifaワールドカップ	イチキュウハチニーフィファワールドカップ	1982FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1985CONCACAF選手権	コンカカフセンシュケン	1985CONCACAF選手権	名詞,固有名詞,一般,*,*,*
1985concacaf選手権	コンカカフセンシュケン	1985CONCACAF選手権	名詞,固有名詞,一般,*,*,*
1986AFC女子選手権	1986AFCWomensChampionship	1986AFC女子選手権	名詞,固有名詞,一般,*,*,*
1986FIFAワールドカップ	イチキュウハチロクフィファワールドカップ	1986FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1986FNS歌謡祭	1986エフエヌエスカヨウサイ	1986FNS歌謡祭	名詞,固有名詞,一般,*,*,*
1986afc女子選手権	1986AFCWomensChampionship	1986AFC女子選手権	名詞,固有名詞,一般,*,*,*
1986fifaワールドカップ	イチキュウハチロクフィファワールドカップ	1986FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1986fns歌謡祭	1986エフエヌエスカヨウサイ	1986FNS歌謡祭	名詞,固有名詞,一般,*,*,*
1986オメガトライブ	ナインティーンエイティシックスオ	1986オメガトライブ	名詞,固有名詞,一般,*,*,*
1986年フリースタイルスキー世界選手権	センキュウヒャクハチジュウロクネンフリースタイルスキーセカイセンシュケン	1986年フリースタイルスキー世界選手権	名詞,固有名詞,一般,*,*,*
1989AFC女子選手権	1989AFCWomensChampionship	1989AFC女子選手権	名詞,固有名詞,一般,*,*,*
1989CONCACAF選手権	コンカカフセンシュケン	1989CONCACAF選手権	名詞,固有名詞,一般,*,*,*
1989FNS歌謡祭	1989エフエヌエスカヨウサイ	1989FNS歌謡祭	名詞,固有名詞,一般,*,*,*
1989afc女子選手権	1989AFCWomensChampionship	1989AFC女子選手権	名詞,固有名詞,一般,*,*,*
1989concacaf選手権	コンカカフセンシュケン	1989CONCACAF選手権	名詞,固有名詞,一般,*,*,*
1989fns歌謡祭	1989エフエヌエスカヨウサイ	1989FNS歌謡祭	名詞,固有名詞,一般,*,*,*
1990FIFAワールドカップ	イチキュウキュウマルフィファワールドカップ	1990FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1990fifaワールドカップ	イチキュウキュウマルフィファワールドカップ	1990FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1994FIFAワールドカップ	イチキュウキュウヨンフィファワールドカップ	1994FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1994fifaワールドカップ	イチキュウキュウヨンフィファワールドカップ	1994FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1998FIFAワールドカップ	イチキュウキュウハチフィファワールドカップ	1998FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1998FIFAワールドカップ日本代表	ニッポンダイヒョウ	1998FIFAワールドカップ日本代表	名詞,固有名詞,一般,*,*,*
1998fifaワールドカップ	イチキュウキュウハチフィファワールドカップ	1998FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
1998fifaワールドカップ日本代表	ニッポンダイヒョウ	1998FIFAワールドカップ日本代表	名詞,固有名詞,一般,*,*,*
1998年12月18日大阪城ホール	センキュウヒャクキュウジュウハチネンジュウニガツジュウハチニチオ	1998年12月18日大阪城ホール	名詞,固有名詞,一般,*,*,*
1999年の夏休み	センキュウヒャクキュウジュウキュ	1999年の夏休み	名詞,固有名詞,一般,*,*,*
1D	ワンディー	1D	名詞,固有名詞,一般,*,*,*
1Ds	ワンディーエス	1Ds	名詞,固有名詞,一般,*,*,*
1FCディナモドレスデン	エアステエフツェーディナモトレスデン	1FCディナモ・ドレスデン	名詞,固有名詞,一般,*,*,*
1FCディナモ・ドレスデン	エアステエフツェーディナモトレスデン	1FCディナモ・ドレスデン	名詞,固有名詞,一般,*,*,*
1d	ワンディー	1D	名詞,固有名詞,一般,*,*,*
1ds	ワンディーエス	1Ds	名詞,固有名詞,一般,*,*,*
1fcディナモドレスデン	エアステエフツェーディナモトレスデン	1FCディナモ・ドレスデン	名詞,固有名詞,一般,*,*,*
1fcディナモ・ドレスデン	エアステエフツェーディナモトレスデン	1FCディナモ・ドレスデン	名詞,固有名詞,一般,*,*,*
1stGAM~甘い誘惑~	ファーストギャムアマイユウワク	1stGAM~甘い誘惑~	名詞,固有名詞,一般,*,*,*
1stGAM甘い誘惑	ファーストギャムアマイユウワク	1stGAM~甘い誘惑~	名詞,固有名詞,一般,*,*,*
1stgam~甘い誘惑~	ファーストギャムアマイユウワク	1stGAM~甘い誘惑~	名詞,固有名詞,一般,*,*,*
1stgam甘い誘惑	ファーストギャムアマイユウワク	1stGAM~甘い誘惑~	名詞,固有名詞,一般,*,*,*
1億3000万人が選ぶ!ベストアーティスト	イチオクサンゼンマンニンガエラブ	1億3000万人が選ぶ!ベストアーティスト	名詞,固有名詞,一般,*,*,*
1億3000万人が選ぶ!ベストアーティスト30	イチオクサンゼンマンニンガエラブ	1億3000万人が選ぶ!ベストアーティスト30	名詞,固有名詞,一般,*,*,*
20	トゥエンティ	20	名詞,固有名詞,一般,*,*,*
2002FIFAワールドカップ	ニセンニフィファワールドカップ	2002FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
2002FIFAワールドカップ日本代表	ニセンニフィーファワールドカップニホンダイヒョウ	2002FIFAワールドカップ日本代表	名詞,固有名詞,一般,*,*,*
2002fifaワールドカップ	ニセンニフィファワールドカップ	2002FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
2002fifaワールドカップ日本代表	ニセンニフィーファワールドカップニホンダイヒョウ	2002FIFAワールドカップ日本代表	名詞,固有名詞,一般,*,*,*
2002年横浜市長選挙	2	2002年横浜市長選挙	名詞,固有名詞,一般,*,*,*
2003年に発表されたなかで忘れられない小説	ニセンサンネンベストショウセツ	2003年に発表されたなかで忘れられない小説	名詞,固有名詞,一般,*,*,*
2003年に発表されたなかで忘れられない映画	ニセンサンネンベストエイガ	2003年に発表されたなかで忘れられない映画	名詞,固有名詞,一般,*,*,*
2006	ニセンロク	2006	名詞,固有名詞,一般,*,*,*
2006FIFAU-20女子世界選手権	2006FIFAU20WomensWorldChampionship	2006FIFAU-20女子世界選手権	名詞,固有名詞,一般,*,*,*
2006FIFAワールドカップ	ニーマルマルロクフィファワールドカップ	2006FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
2006FIFAワールドカップ日本代表	ニッポンダイヒョウ	2006FIFAワールドカップ日本代表	名詞,固有名詞,一般,*,*,*
2006FNS歌謡祭	2006エフエヌエスカヨウサイ	2006FNS歌謡祭	名詞,固有名詞,一般,*,*,*
2006fifau-20女子世界選手権	2006FIFAU20WomensWorldChampionship	2006FIFAU-20女子世界選手権	名詞,固有名詞,一般,*,*,*
2006fifaワールドカップ	ニーマルマルロクフィファワールドカップ	2006FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
2006fifaワールドカップ日本代表	ニッポンダイヒョウ	2006FIFAワールドカップ日本代表	名詞,固有名詞,一般,*,*,*
2006fns歌謡祭	2006エフエヌエスカヨウサイ	2006FNS歌謡祭	名詞,固有名詞,一般,*,*,*
2006年上半期ライトノベルサイト杯	ニセンロクネンカミハンキライトノ	2006年上半期ライトノベルサイト杯	名詞,固有名詞,一般,*,*,*
2006年上半期ライトノベルサイト杯結果ページ	ニセンロクネンカミハンキライトノ	2006年上半期ライトノベルサイト杯結果ページ	名詞,固有名詞,一般,*,*,*
2006年下半期ライトノベルサイト杯	ニセンロクネンシモハンキライトノ	2006年下半期ライトノベルサイト杯	名詞,固有名詞,一般,*,*,*
2007年の映画をふりかえる	ニセンナナネンノエイガヲルリカエ	2007年の映画をふりかえる	名詞,固有名詞,一般,*,*,*
2007年上半期ライトノベルサイト杯	ニセンナナネンカミハンキライトノ	2007年上半期ライトノベルサイト杯	名詞,固有名詞,一般,*,*,*
2007年上半期ラノサイ杯結果ページ	ニセンナナネンカミハンキラノサイ	2007年上半期ラノサイ杯結果ページ	名詞,固有名詞,一般,*,*,*
2007年下半期ライトノベルサイト杯	ニセンナナネンシモハンキライトノ	2007年下半期ライトノベルサイト杯	名詞,固有名詞,一般,*,*,*
2007年下半期ラノサイ杯結果ページ	ニセンナナネンシモハンキライトノ	2007年下半期ラノサイ杯結果ページ	名詞,固有名詞,一般,*,*,*
2007桜満開Berryz工房ライブ~この感動は2度とない瞬間である!	ニセンナナサクラマンカイベリーズ	2007桜満開Berryz工房ライブ~この感動は2度とない瞬間である!	名詞,固有名詞,一般,*,*,*
2007桜満開Berryz工房ライブこの感動は2度とない瞬間である!	ニセンナナサクラマンカイベリーズ	2007桜満開Berryz工房ライブ~この感動は2度とない瞬間である!	名詞,固有名詞,一般,*,*,*
2007桜満開berryz工房ライブ~この感動は2度とない瞬間である!	ニセンナナサクラマンカイベリーズ	2007桜満開Berryz工房ライブ~この感動は2度とない瞬間である!	名詞,固有名詞,一般,*,*,*
2007桜満開berryz工房ライブこの感動は2度とない瞬間である!	ニセンナナサクラマンカイベリーズ	2007桜満開Berryz工房ライブ~この感動は2度とない瞬間である!	名詞,固有名詞,一般,*,*,*
2008年の映画をふりかえる	ニセンハチネンノエイガヲフリカエ	2008年の映画をふりかえる	名詞,固有名詞,一般,*,*,*
2008年上半期ライトノベルサイト杯	ニセンハチネンカミハンキライトノ	2008年上半期ライトノベルサイト杯	名詞,固有名詞,一般,*,*,*
2008年上半期ラノサイ杯結果ページ	ニセンハチネンカミハンキライトノ	2008年上半期ラノサイ杯結果ページ	名詞,固有名詞,一般,*,*,*
2008年下半期ライトノベルサイト杯	ニセンハチネンカミハンキライトノ	2008年下半期ライトノベルサイト杯	名詞,固有名詞,一般,*,*,*
2008年下半期ライトノベル萌杯	ニセンハチネンシモハンキライトノ	2008年下半期ライトノベル萌杯	名詞,固有名詞,一般,*,*,*
2008年下半期ラノサイ杯結果ページ	ニセンハチネンシモハンキ	2008年下半期ラノサイ杯結果ページ	名詞,固有名詞,一般,*,*,*
2008年中国杯	2	2008年中国杯	名詞,固有名詞,一般,*,*,*
2008年委員会	Комитет2008	2008年委員会	名詞,固有名詞,一般,*,*,*
2009年上半期ライトノベルサイト杯	ニセンキュウネンカミハンキライト	2009年上半期ライトノベルサイト杯	名詞,固有名詞,一般,*,*,*
2009年上半期ラノサイ杯結果ページ	ニセンキュウネンカミハンキライト	2009年上半期ラノサイ杯結果ページ	名詞,固有名詞,一般,*,*,*
2009年下半期ライトノベルサイト杯	ニセンキュウネンシモハンキライト	2009年下半期ライトノベルサイト杯	名詞,固有名詞,一般,*,*,*
2009年下半期ラノサイ杯結果ページ	キゾンサクヒンケイリョウバン	2009年下半期ラノサイ杯結果ページ	名詞,固有名詞,一般,*,*,*
2009年中国杯	2	2009年中国杯	名詞,固有名詞,一般,*,*,*
2009年秋ドラマ	ニセンキュウネンアキドラ	2009年秋ドラマ	名詞,固有名詞,一般,*,*,*
2010FIFAワールドカップ	ニーマルイチマルフィファワールドカップ	2010FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
2010FIFAワールドカップの放送	2010フィファワールドカップノホウソウ	2010FIFAワールドカップの放送	名詞,固有名詞,一般,*,*,*
2010FIFAワールドカップ日本代表	2010フィーファワールドカップニホンダイヒョウ	2010FIFAワールドカップ日本代表	名詞,固有名詞,一般,*,*,*
2010FNS歌謡祭	2010エフエヌエスカヨウサイ	2010FNS歌謡祭	名詞,固有名詞,一般,*,*,*
2010fifaワールドカップ	ニーマルイチマルフィファワールドカップ	2010FIFAワールドカップ	名詞,固有名詞,一般,*,*,*
2010fifaワールドカップの放送	2010フィファワールドカップノホウソウ	2010FIFAワールドカップの放送	名詞,固有名詞,一般,*,*,*
2010fifaワールドカップ日本代表	2010フィーファワールドカップニホンダイヒョウ	2010FIFAワールドカップ日本代表	名詞,固有名詞,一般,*,*,*
2010fns歌謡祭	2010エフエヌエスカヨウサイ	2010FNS歌謡祭	名詞,固有名詞,一般,*,*,*
2010年上半期ライトノベルサイト杯	ニセンジュウネンカミハンキライト	2010年上半期ライトノベルサイト杯	名詞,固有名詞,一般,*,*,*
2010年上半期ラノサイ杯結果ページ	ニセンジュウネンカミハンキライ	2010年上半期ラノサイ杯結果ページ	名詞,固有名詞,一般,*,*,*
20112012	ツーゼロワンワンツーゼロワンツー	20112012	名詞,固有名詞,一般,*,*,*
2011AFCアジアカップ	ニセンジュウイチエーエフシーアジアカップ	2011AFCアジアカップ	名詞,固有名詞,一般,*,*,*
2011FIFA女子ワールドカップ	ニセンジュウイチネンフィファジョシワールドカップ	2011FIFA女子ワールドカップ	名詞,固有名詞,一般,*,*,*
2011FIFA女子ワールドカップ日本女子代表	2011フィーファジョシワールドカップニホンジョシダイヒョウ	2011FIFA女子ワールドカップ日本女子代表	名詞,固有名詞,一般,*,*,*
2011FNS歌謡祭	2011エフエヌエスカヨウサイ	2011FNS歌謡祭	名詞,固有名詞,一般,*,*,*
2011afcアジアカップ	ニセンジュウイチエーエフシーアジアカップ	2011AFCアジアカップ	名詞,固有名詞,一般,*,*,*
2011fifa女子ワールドカップ	ニセンジュウイチネンフィファジョシワールドカップ	2011FIFA女子ワールドカップ	名詞,固有名詞,一般,*,*,*
2011fifa女子ワールドカップ日本女子代表	2011フィーファジョシワールドカップニホンジョシダイヒョウ	2011FIFA女子ワールドカップ日本女子代表	名詞,固有名詞,一般,*,*,*
2011fns歌謡祭	2011エフエヌエスカヨウサイ	2011FNS歌謡祭	名詞,固有名詞,一般,*,*,*
2011ラグビーワールドカップ日本招致委員会	ニセンジュウイチラグビーワールド	2011ラグビーワールドカップ日本招致委員会	名詞,固有名詞,一般,*,*,*
2011ラグビーワールドカップ日本招致実行委員会	ニセンジュウイチラグビーワールド	2011ラグビーワールドカップ日本招致実行委員会	名詞,固有名詞,一般,*,*,*
2012	ニセンジュウニ	2012	名詞,固有名詞,一般,*,*,*
2012-01-0100:00:00を取るお題	ニセンジュウニネンイチガツツイタチレイジレイフンレイビョウヲトル	2012-01-0100:00:00を取るお題	名詞,固有名詞,一般,*,*,*
2012FNS歌謡祭	2012エフエヌエスカヨウサイ	2012FNS歌謡祭	名詞,固有名詞,一般,*,*,*
2012fns歌謡祭	2012エフエヌエスカヨウサイ	2012FNS歌謡祭	名詞,固有名詞,一般,*,*,*
